question,step,k,acc_mean,acc_std,n_full,n_partial,n_wrong,score_mean,score_var,score_std,iou_mean,iou_max,zero_acc_var,zero_score_var
"While the athlete wearing red and black shifts from practicing with a light object to throwing an actual shot put, how many observers stand nearby watching him?",29,16,0.0312,0.121,0,1,15,0.6042,0.02885,0.1698,0.073,0.3514,0,0
"After the static blue FOX logo appears on the television, what is shown next on the screen?",82,16,0.0312,0.121,0,1,15,0.7055,0.02782,0.1668,0.1742,0.4545,0,0
What scene does the video cut to immediately after the striped-shirted older man completes his low martial-arts moves on the blue mat?,12,16,0.0312,0.121,0,1,15,0.5636,0.02116,0.1454,0.0323,0.3571,0,0
What activity takes place after a rafter walks onto the rocky shore but before the group later celebrates by lifting their paddles together?,15,16,0.0312,0.121,0,1,15,0.5586,0.01866,0.1366,0.0273,0.2812,0,0
"Immediately before the completed pumpkin is later rotated and shown glowing, what kind of tool is used to trace the portrait’s pre-drawn lines during carving?",37,16,0.0312,0.121,0,1,15,0.5508,0.01779,0.1334,0.0195,0.2727,0,0
What kind of marine organisms dominate the scene between the shot of a diver near a rocky cliff and the later shot of two divers swimming together in open water?,6,16,0.0312,0.121,0,1,15,0.5963,0.01548,0.1244,0.0651,0.1878,0,0
"After the video’s opening scenes in the clothing store, which specific product does a hand later pick up from the grocery aisle’s condiment shelf?",27,16,0.0312,0.121,0,1,15,0.5312,0.01465,0.121,0.0,0.0,0,0
"During the fire-starting sequence that begins with a lighter on fatwood and later shows a red lighter sustaining the flames, what flame source does the person use in the attempt between those two steps?",39,16,0.0,0.0,0,0,16,0.7621,0.10991,0.3315,0.3246,0.7156,1,0
"After initially standing on the beach simply holding a ball, what particular skill does the same man display with it before walking away from the volleyball net?",33,16,0.0,0.0,0,0,16,0.8507,0.09514,0.3084,0.3507,0.9375,1,0
"After the person finishes detaching the green grapes and closing the plastic container, into which kitchen appliance do they place that container?",10,16,0.0,0.0,0,0,16,0.6358,0.07702,0.2775,0.1358,0.98,1,0
"Right after the BMX rider crashes during sunset and spectators look on, what item is shown close-up in someone’s hand as others gather to assist?",47,16,0.0,0.0,0,0,16,0.6703,0.06902,0.2627,0.2016,0.9333,1,0
"After Alexander Massialas’s jubilant 12-10 comeback point, what scoreboard reading is shown when only fifty seconds remain before Yuki Ota seals the win?",84,16,0.0,0.0,0,0,16,0.8363,0.06239,0.2498,0.3363,0.8421,1,0
"After the tug-of-war match finishes, what group activity do the children participate in next?",95,16,0.0,0.0,0,0,16,0.6627,0.05264,0.2294,0.1627,0.75,1,0
"Before the person irons the white shirt, what small rectangular item does she place on the fabric?",110,16,0.0,0.0,0,0,16,0.6119,0.05203,0.2281,0.1119,0.9091,1,0
"What cleaning tool does the person use to scrub the sink area earlier in the video, before the white cat is later shown sitting in the soapy sink?",73,16,0.0,0.0,0,0,16,0.6828,0.05193,0.2279,0.1828,0.673,1,0
"During the lively fist-tapping game between the two hosts in the studio, what does the woman briefly do midway before resuming the taps?",43,16,0.0,0.0,0,0,16,0.5951,0.04864,0.2206,0.0951,0.7874,1,0
"After the boxer finishes his sequence of high kicks and rapid jabs, what exercise does he start performing inside the ring?",97,16,0.0,0.0,0,0,16,0.671,0.04811,0.2193,0.171,0.8692,1,0
What type of vehicle transports the group along the narrow dirt road before they later sit together for a meal under the thatched roof?,124,16,0.0,0.0,0,0,16,0.6204,0.04776,0.2186,0.1204,0.6944,1,0
"During the earlier pink-lit indoor gathering, what unconventional item does the man in the green shirt hand out for players to throw at the dartboard before later scenes show people using real darts?",69,16,0.0,0.0,0,0,16,0.8144,0.04326,0.208,0.3144,0.6667,1,0
"After clear liquid is poured into the transparent container, which object does a hand submerge in the liquid before lifting the container away?",18,16,0.0,0.0,0,0,16,0.7192,0.04304,0.2075,0.2192,0.6667,1,0
"During the indoor practice sequence immediately before his interview beside the graffiti wall, what unconventional item does the bearded, cap-wearing man swing as a makeshift paddle?",19,16,0.0,0.0,0,0,16,0.5855,0.04113,0.2028,0.0855,0.8375,1,0
"After the prolonged sequence of static cannabis plant close-ups, what kind of mask does the indoor smoker wear while holding and puffing a cigarette?",32,16,0.0,0.0,0,0,16,0.8476,0.03897,0.1974,0.3476,0.6925,1,0
"When blood first becomes visible in the body-modification sequence, which instrument is the practitioner using to keep the client’s lip firmly in place?",88,16,0.0,0.0,0,0,16,0.5779,0.03274,0.181,0.0779,0.6,1,0
"After repeatedly adjusting her helmet while looking in the mirror, what piece of equipment does the plaid-skirted woman later use for her workout?",24,16,0.0,0.0,0,0,16,0.6277,0.03143,0.1773,0.1277,0.5,1,0
"After the shopper finishes examining the red and black checkered shirt, what logo word is printed on the front of the black T-shirt they inspect next?",64,16,0.0,0.0,0,0,16,0.6338,0.03112,0.1764,0.1338,0.5,1,0
"After finishing vacuuming the bed, what does the woman intend to clean next when she detaches the hose from the vacuum cleaner?",105,16,0.0,0.0,0,0,16,0.68,0.03088,0.1757,0.18,0.5923,1,0
"Immediately after the makeup scene ends, what specific part of the next client's mouth does the gloved professional hold and adjust with a tool during the subsequent procedure?",26,16,0.0,0.0,0,0,16,0.559,0.03031,0.1741,0.059,0.7235,1,0
What animal is the man holding indoors after the scene where the leashed white dog sniffs a Christmas tree branch on the grass?,60,16,0.0,0.0,0,0,16,0.5248,0.02805,0.1675,0.056,0.3636,1,0
"Following the batsman’s dramatic tumble during the practice, how is he positioned when the video resumes in the next scene?",83,16,0.0,0.0,0,0,16,0.5867,0.0278,0.1667,0.0867,0.5,1,0
"After the beach scene where a brown dog is led across the sand, what is notable about the leash when a barefoot girl later walks a bulldog along the sidewalk?",78,16,0.0,0.0,0,0,16,0.677,0.02438,0.1562,0.177,0.5,1,0
"What aerial activity interrupts the series of bungee jumps, occurring after the initial jumps and before the later ones resume?",29,16,0.0,0.0,0,0,16,0.6045,0.02398,0.1548,0.1045,0.5085,1,0
"After the sliced bananas and dried fruits are tipped into the mixing bowl, which ingredient does the hand immediately sprinkle over the fruit before any milk is poured?",124,16,0.0,0.0,0,0,16,0.7385,0.0236,0.1536,0.2385,0.5632,1,0
What tool does the man use to smooth the beige-covered wall sections before he later switches to a trowel for plastering?,43,16,0.0,0.0,0,0,16,0.6636,0.02237,0.1496,0.1636,0.5882,1,0
"After the welder finishes fusing the metal frames, which handheld tool does the next person use to inspect the joints?",20,16,0.0,0.0,0,0,16,0.6014,0.02211,0.1487,0.1014,0.3909,1,0
What is the seated person on the blue bench doing when the camera briefly leaves the surrounding badminton action to focus on them?,108,16,0.0,0.0,0,0,16,0.7286,0.02174,0.1475,0.2286,0.5,1,0
"After sealing the sink drain with a white shower cap and filling the basin with water, what object does the hand place into the water?",78,16,0.0,0.0,0,0,16,0.6072,0.02031,0.1425,0.1072,0.4667,1,0
"After previously appearing among the students on the school bus, what object is the man wearing a yellow cap holding when he later walks into the wooden lodge interior?",51,16,0.0,0.0,0,0,16,0.487,0.01928,0.1388,0.0182,0.2424,1,0
"Between the black-shirted man’s earlier toss and the woman’s eventual successful shot, which short on-screen phrase humorously acknowledges the ensuing mishap?",130,16,0.0,0.0,0,0,16,0.6176,0.01702,0.1305,0.1176,0.3756,1,0
"After the person adjusts a wooden board near the dashboard, what do they later do to that same board inside the dimly lit car?",37,16,0.0,0.0,0,0,16,0.5826,0.01505,0.1227,0.0826,0.4167,1,0
"After the hand adjusts the blue adapter in the power strip and then scrolls on its smartphone, which board game is stacked beside the phone on the shelf?",93,16,0.0,0.0,0,0,16,0.7281,0.01283,0.1133,0.2281,0.4667,1,0
What single word is painted on the large wooden ramp that the BMX rider descends while two other people watch from the top?,105,16,0.0,0.0,0,0,16,0.5384,0.01192,0.1092,0.0384,0.447,1,0
What animal masks are the two individuals wearing while they fight in the forest before they go skateboarding on the park path?,40,16,0.0,0.0,0,0,16,0.553,0.00911,0.0954,0.053,0.2703,1,0
"After the extended series of horseback chases roping calves and cattle, which animal is later shown calmly pulling a small cart in the evening fairground scene?",73,16,0.0,0.0,0,0,16,0.5796,0.00793,0.0891,0.0796,0.25,1,0
"After the small white dog starts walking beside the stroller, what distinctive object does the stroller pusher stop and point toward on the sidewalk route?",38,16,0.0,0.0,0,0,16,0.547,0.00777,0.0881,0.047,0.2601,1,0
"During the intense rapid sequence when the kayaker switches to a yellow-black paddle, which brand name is visible on that paddle?",27,16,0.0,0.0,0,0,16,0.5217,0.00706,0.084,0.0217,0.3471,1,0
"Immediately after the footage of someone practicing tennis swings in the empty parking area, what activity is the following person shown doing indoors?",21,16,0.0,0.0,0,0,16,0.5466,0.0064,0.08,0.0466,0.2381,1,0
Which handheld device is the mechanic pressing with his left hand while his right hand adjusts the wheel assembly during the maintenance sequence?,133,16,0.0,0.0,0,0,16,0.5441,0.00487,0.0698,0.0441,0.2,1,0
"After the sequence of scenes where children roll bowling balls, what activity is the young girl in a blue sweater and pink pants shown doing?",2,16,0.0,0.0,0,0,16,0.5299,0.00469,0.0685,0.0299,0.2412,1,0
Who is interviewed immediately after the action sequence where a green-uniformed goalkeeper dives to stop a shot from a black-and-white attacker?,53,16,0.0,0.0,0,0,16,0.5371,0.00453,0.0673,0.0371,0.2074,1,0
"After the lesson in which the brown-jacketed musician demonstrates recorder techniques, which instrument is he shown playing while instructing the white-shirted student immediately before the screen flashes the word “LEARN”?",118,16,0.0,0.0,0,0,16,0.536,0.00446,0.0668,0.036,0.2222,1,0
"After the worker adjusts the red-and-black band saw and untangles the red cable on the workshop floor, what activity do they carry out next that sends a shower of bright sparks across the wooden surface?",55,16,0.0,0.0,0,0,16,0.5244,0.0034,0.0583,0.0244,0.2174,1,0
"After completing his string of skatepark grinds, on what natural object does the skateboarder sit while talking to the camera?",47,16,0.0,0.0,0,0,16,0.5315,0.00298,0.0546,0.0315,0.2143,1,0
"In the scene where the man guides a blue-and-white craft through loops and dives instead of flying a kite, what object is he piloting over the lake?",91,16,0.0,0.0,0,0,16,0.5934,0.00157,0.0396,0.0934,0.1667,1,0
"After earlier shots where the camera repeatedly pans up to the ceiling-mounted smoke detector, what object is later seen reflected in the window during the subsequent darkened scene?",63,16,0.0,0.0,0,0,16,0.5102,0.0012,0.0346,0.0102,0.1429,1,0
"Before the video transitions from the bedroom to the outdoor window-cleaning scene, which garment is left on the striped bed?",119,16,0.0,0.0,0,0,16,0.5374,0.001,0.0316,0.0374,0.08,1,0
"After the boys move from pouring green liquid into a glass to washing dishes, which color cup does the shirtless boy scrub using a pink sponge?",66,16,0.0,0.0,0,0,16,0.5054,0.00044,0.021,0.0054,0.087,1,0
"After the credit card is slotted into the 'Super Cash' ATM, which boxed snack does the camera later focus on in the grocery store aisle?",80,16,0.0,0.0,0,0,16,0.5053,0.00041,0.0203,0.0053,0.084,1,0
"When the man leaves the living room where the Jenga tower sits on the coffee table and walks into the next room, what exercise equipment does the camera reveal?",54,16,0.0,0.0,0,0,16,0.5049,0.00035,0.0188,0.0049,0.0778,1,0
"Following the moment when a man kneels to adjust the exercise bike’s pedal plate, which heart-rate monitoring device is later highlighted during another man’s elliptical workout?",39,16,0.0,0.0,0,0,16,0.5042,0.0002,0.0141,0.0042,0.0582,1,0
"After browsing an online shopping app near the clothing display, which snack does the shopper later pick up and hold in the snack aisle?",123,16,0.0,0.0,0,0,16,0.5022,7e-05,0.0086,0.0022,0.0357,1,0
"While the woman in a green dress moves around the kitchen handling utensils and opening cabinets, what food is the other person holding and occasionally stirring?",76,16,0.0,0.0,0,0,16,0.5017,4e-05,0.0064,0.0017,0.0265,1,0
"After the group finishes talking beside the white fence but before the marching band resumes, what vehicle does a participant ride down the street?",44,16,0.0,0.0,0,0,16,0.5,0.0,0.0,0.0,0.0,1,1
